y_text,y_emb
extended use,0111100010010011110101
information user,0101101111110011110010
using mobile,1001101110011001111101
effects usability,0110010110010011111100
macbook pros,1100000111111111001111
search facility,1010011101101111001000
cache predetermined,0001001101111110100110
user latest,1001111001001000111001
raw unconverted,1110101101010010100100
taking seconds,1011001111110100101011
andor quantizer,0000101111111101000100
alternative equivalent,0000101000101101010000
state count,1011111011000101010111
enter product,0110111110111111010010
priority meeting,1111111101011000100100
increasing security,0101111011010100100100
acknowledgements police,0000001000111110110001
data shall,0010110001110101110100
edge easing,0110011100001100111011
extended use,0111100010010011110101
install system,0101100010110110010001
use search,1001111010110100111011
dtlssrtp defined,0110011011000100101010
use case,1001111010100110000110
communication interfaces,0011110000101001011000
upon request,1001111111011100010000
several optionally,1010111110011010100001
navigation recommended,1100100011011101111000
verify shall,1001100010010101110100
robust security,1010000100010100100100
software architecture,1010100001100011000010
component eg,0011111101001100100010
uc description,1001011100000100010001
downtime system,0110001000110110010001
based landing,0001010000001000101100
administrator includes,0000110000001011111111
priority shall,1111111101010101110100
administrator modules,0000110000011001110001
module use,1100111001110011110101
either username,0110010001110011010010
police enabling,1111011000101101101100
able initiate,0000000001101011011000
system provided,1011001000111111000010
shall able,1010111010000000000011
barbara dollars,0001110000101100010101
date meeting,0010010000111000100100
expressed meeting,0111100010111000100100
time data,1001000110100101100011
basic knowledge,0001010001101000100011
update viewing,1001111100010001000001
qualitative attributes,1110100011000011010000
content area,0011100000000011000101
backend system,0001110010010110010001
mockup view,1100111110010011000001
principles human,1111110101001010101000
viewers side,1000100000010101010101
provision participant,1111100000011010010010
hardware req,0101001100011100110000
text presented,1011000000111111100101
recognize identifier,1110111101101010100101
adjustment shall,0000010001010101110100
select data,1010010001000101100011
capacity number,0001000011111011010011
input always,0101100111100001010110
provided one,1111100001011011101000
take place,1011001110011110011011
required long,1110001011011000000001
screen text,1010011110010110000001
without affecting,1000111101000001101111
consulted guidance,0011100011101010000110
location shall,0100000010010101110100
internal external,0100101101101111001111
friendliness system,0111011110010110010001
essys interface,0110101010101001001000
software part,1010100001111010010001
controlled observational,0010100010111011110000
allow adminusers,0000111010100001100010
etc monitoring,0110101010011001010011
operating system,1101110011110110010001
user leaving,1001111001001000110100
user want,1001111001010001001010
processing flags,1111111000101111101010
network conditions,1101100011100111010001
combination numbers,0011010010011011010001
interfaces application,0100101100000001000100
show traffic,1010111000010010010101
manageable ee,1100001011101100101010
entities case,0110111011100110000110
involved listed,0100111001001000001000
shall verify,1010111010010011000100
replaced smaller,1110011101010101000111
user stipulate,1001111001010111111000
customer client,0010110100100110111100
complaint forward,0011110101001110100100
privacy using,1111111111010011011100
receive via,1110111010010011000010
broadcasts via,0001001000010011000010
sharing computer,1010111010100111110101
zero data,1000110011100101100011
temporary password,1011000010111010011110
revoke privileges,1010000111011111111101
send output,1010110010111010101010
actions cases,0000011001000110000111
results delivery,1010000000000100111111
cases system,0011000011110110010001
presentation frames,1111110011001110101011
found iso,0111010110101001111111
rebroadcast stream,1110111011010111100101
module cctns,1100111001100110001011
able initiate,0000000001101011011000
showing structure,1010101000010110100000
user access,1001111001000000001101
ability block,0000000000100010101001
tolerance conditions,1001000100000111010001
useful allowing,1001111011000001110110
shall notify,1010111010011011010010
report tolerance,1110011011110010001000
data values,0010110001110011001011
access service,0000000110110101111011
clear links,0011011011101000011001
maintained way,1100001100010001011011
see price,1010010010111111101111
complexities user,0011111100010011110010
debugtest messages,0010010010111001100010
hardware development,0101001100000100001111
functions standard,0111001011110111010010
made accessible,1100000111000000001010
different input,0010000011101011001111
system shall,1011001000110101110100
product navigation,1111101001011001000110
individual processor,0101101001111111110000
website stream,1000101010010111100101
goal allow,0111000111000001110101
cctns aids,0011000101100001111000
users channel,1001101011100110011101
conditions warrant,0011101000110001011000
process processor,1111111011011111110000
every user,0110101101010011110010
accessible places,0000000101011110011110
like option,0100001010011011100000
correlator lag,0010101111101000100100
fourier transform,0111010111110010010000
external auditors,0111100111100011110001
information needs,0101101111111011000001
intact functioning,0101100001101110010110
process processor,1111111011011111110000
control user,0010100011110011110010
halal searching,0101000110010100101000
access aspects,0000000110100011001001
repair infs,1110011100001011011010
functions easy,0111001011101100111001
option sharing,1101110000010101110101
able see,0000000001110100100101
links impede,0100001100101011100111
system users,1011001000110011010111
derived context,0010011001100101000001
advanced search,0000110010110100111011
arate navigation,0001100000111001000110
sense displays,1010110110001100001111
system inline,1011001000101011001110
search multiple,1010011101111001011011
data users,0010110001110011010111
search name,1010011101111001001011
non halal,1101100101001010001100
communication monitored,0011110000111001010001
act client,0000011000000110111100
menus iso,1100110000001001111111
rebroadcasting reusability,1110111011110100001100
structures different,1011010000100100000111
software provides,1010100001111111000011
set preferred,1010111111111111100001
compatible aips,0011110110100001111001
access administrator,0000000110100001100000
module product,1100111001111111010010
conditions monitor,0011101000111001010000
using standard,1001101110010111010010
enough accommodate,0110111111000000001011
near freeway,1100100001001110111001
users scan,1001101011110100110010
accessibility iso,0000000111001001111111
possible actions,1111011111100000110010
data using,0010110001110011011100
textual descriptions,1001000000100100010011
look feel,1100000001001111010110
navigating specific,1100100011110111001100
stamp recovery,1011101011011101101100
output parameters,1101010101011010110000
tbd memory,1011001100011000100010
current segment,0010111100010100100111
quantizer power,1110100010011110101010
access uc,0000000110110010111000
preference set,1111010000010101111111
directly search,0010000000010100111011
provides role,1111100001110100011001
archiving processing,0001100011111111110001
provided arate,1111100001000011000001
likely see,0100001110010100100101
page layout,1101011010101000111011
units traffic,1001110011110010010101
identify invalid,0101010011101001010001
backend system,0001110010010110010001
user errors,1001111001001101010010
media studies,1100010111010110100010
rebroadcasting least,1110111011101000111100
diagram product,0010000010011111010010
post condition,1111011101000111010000
use typically,1001111010110010111001
edit remove,0110010100011100101011
system standard,1011001000110111010010
userdefinable values,1001111000010011001011
shall able,1010111010000000000011
see manage,1010010010111000010101
indicating access,0101101000000000001101
cancel meeting,0001000111011000100100
recognition detection,1110111101000100001001
cctns acts,0011000101100000111110
reached varying,1110101111110011001101
data integrity,0010110001101001000001
profile currently,1111101010000101101000
appropriate page,0000100000111010110101
time stamp,1001000110110111010110
allowing member,0000111011011000100111
changes project,0011001111011111011011
included use,0101111111010011110101
aggregate data,0000110100000101100011
data also,0010110001100001110001
positions sequence,1111011110010101101010
users distances,1001101011101100001011
details logo,0010001100101000000000
data streams,0010110001110111100110
change users,0011001101110011010111
disconnect channel,0110000001000110011101
used way,1001111011110001011011
access case,0000000110100110000110
selected item,1010010000101001111000
cannot modified,0001000110111001110110
middle man,1100110111111000010100
sufficient amount,1011010101100001010101
including use,0101111110110011110101
type product,1001011111011111010010
uc budget,1001011100000010010110
interfaces main,0100101100011000001010
placed consistent,1111001101000111001001
suitable online,1011010100111011101001
uc description,1001011100000100010001
shall handled,1010111010001010001010
medium basic,1100010110100010100011
must customizable,1100101100000101101111
delivery output,0010011111111010101010
users goals,1001101011101110001111
regardless storage,1110110000010111101010
requirement system,1110001011110110010001
requirements control,1110001010100101000111
scan barcode,1010011001000011100000
nave denial,1100100010100100111100
requests categorywise,1110001001100110001110
crime modus,0010111110011001110000
meeting date,1100010010000100100001
log messages,0100000011111001100010
locations system,0100000010110110010001
data produced,0010110001111111010011
availability user,0001111100010011110010
expected nonexpected,0111100000011011001001
issuedreturned particular,0100111101111010010111
video odingtranscoding,1001100001111011110100
shown pages,1010101000111010110111
control system,0010100011110110010001
member see,1100010011110100100101
details selected,0010001100110100100001
correlated recent,0010101111011101111111
potentially recorded,1111010101111101101010
service able,1010111101100000000011
register complaints,1110010000000111101011
part communication,1101001000100111100001
see modify,1010010010111001110010
lag set,0100010010010101111111
accommodate much,0000000101111001011111
schemes supporting,1010011010110110110100
shall receive,1010111010011101110100
expected form,0111100000001111100000
operating cutting,1101110011100101100101
screen essys,1010011110001101010101
auditors wish,0001111000110001111100
seconds case,1010010101100110000110
accomplish processing,0000001100011111110001
transactions must,1001001001011001011000
component eg,0011111101001100100010
location superket,0100000010010110111010
needs expectations,1101100000101101000000
messages exchanged,1100110001001101001100
shows figure,1010101001101111010001
frames used,0111010101110011110111
designed make,0010001010111000011110
interfaces figure,0100101100001111010001
identity theft,0101010011010010000011
messages language,1100110001001000101111
also set,0000111000110101111111
go website,0111000101010001010100
requirements recommendations,1110001010111101111001
normalization shall,1101101110110101110100
use broadcast,1001111010100010110010
try tcp,1001011010110110001000
implements database,0101110111000101100001
service also,1010111101100001110001
unconverted input,1001010010001011001111
lower level,1100000110101000010001
whatever constraints,1000101001000111001100
looking title,1100000011010010001110
performs quick,1101000000111101001110
function mainly,0111011000011000001011
tracker identifier,1001001010001010100101
want able,1000100101000000000011
rfi mitigation,1010000101011001111111
tools housingu,1001001101101010111111
average noise,0001110100111011001110
bootstrap react,0001011111111101011101
product navigation,1111101001011001000110
data available,0010110001100011101000
feature use,0111101010010011110101
rectify small,1110110010010101000101
ppcast page,1111010111111010110101
perception taken,1101000010110110011101
perform fourier,1101000011101110101111
ase retrieve,0001100101010100000110
text legibility,1011000000101000110111
goal give,0111000111001110001000
proposed system,1111100111010110010001
right create,1010000101100101110110
cost project,0010101010011111011011
product want,1111101001010001001010
needed recover,1101100000011101101111
shall sufficient,1010111010010110101011
requirements specification,1110001010110111001111
unique identificationg,1001110000101010101100
personnel little,1111000110001000001110
added preference,0000010101111110100000
user system,1001111001010110010001
reach certain,1110101111000110001001
delete item,0010011100101001111000
begin streaming,0001010010010111100111
requirements data,1110001010100101100011
hisher general,0101001000101110011100
system within,1011001000110001111101
possible peer,1111011111111010001001
users behaviour,1001101011100010101101
information alternate,0101101111100001010000
gives police,0111000101111110110001
user take,1001111001010110011100
use secured,1001111010110100101101
selecting using,1010010000010011011100
descriptive link,0010001001001000011010
manipulation io,1100001000101001110111
corrections based,0010101100000010100000
authentication access,0001111001000000001101
overviews shown,1101011111010101010001
format orientation,0111010000011010100100
output information,1101010101001011011111
across processing,0000001000011111110001
content user,0011100000010011110010
name budget,1100100101100010010110
nonhalal goal,1101101101101110001110
links open,0100001100111011101010
new connection,1101100110000111011111
use case,1001111010100110000110
facilitates investigation,0111100101101001110000
processor reboot,1111111000011101110010
situations taken,1010100101010110011101
conditions processor,0011101000111111110000
want find,1000100101001111110100
technology used,1011000110110011110111
content offered,0011100000011011111100
interface directly,0100100100000100000000
difficult understand,0010000001010010100110
processes yet,1111111001110001100101
must exceed,1100101100001101001110
frequency medium,0111011101011000101101
anything captures,0000101100000010000001
detecting reporting,0010000100011100110010
popup windows,1111011011010001110101
want go,1000100101001110001010
write notes,1000110111111011010111
processing shall,1111111000110101110100
upon critical,1001111111000101111110
behaviour users,0001010110110011010111
dynamically much,0110011111111001011111
indicating navigation,0101101000011001000110
long required,1100000000111100010110
terms familiar,1011000011001111011110
dtls srtp,0110011001010111010100
product image,1111101001001011100000
diverse groups,0110001111001010000001
filter features,0111111001001111010101
module cctns,1100111001100110001011
displayed becomes,0110000110100010100111
take database,1011001110000101100001
layout schemes,0100011101110100110101
data castes,0010110001100110000101
recommending information,1110110100001011011111
menu contents,1100010000000101000000
information acknowledgements,0101101111100000010001
execute basic,0110100010100010100011
record buffer,1110110101100010010111
processes applied,1111111001100001000111
knowledge prior,0100010001111111111001
increased useracceptance,0101111011110011110011
lag sets,0100010010010101111101
tasks avoiding,1011001100100011101110
report internal,1110011011101001011011
tasks alive,1011001100100001111111
times download,1001000111101100010010
operations system,1101110001110110010001
user initiating,1001111001001011001011
rapid retrieval,1110100100010100000010
designed using,0010001010110011011100
navigation pages,1100100011011010110111
processing shall,1111111000110101110100
avoiding loss,0001110111011000000111
stored database,1011110111100101100001
negotiation also,1101100001000001110001
evolving data,0110100100000101100011
product identify,1111101001001010100111
exploration home,0111100011001010110000
starting chat,1011111001000110010111
participant shall,1101001001010101110100
preference set,1111010000010101111111
adaptation also,0000011100000001110001
product run,1111101001010100010100
mode shall,1100111010010101110100
privacy using,1111111111010011011100
appropriate homepages,0000100000101010110011
choose use,0011001000110011110101
want able,1000100101000000000011
data obtained,0010110001111011110010
useful content,1001111011000111000000
content error,0011100000001101010011
proposed meeting,1111100111011000100100
designing application,0010001010000001000100
administrator operate,0000110000011011100100
matters national,1100011111111001001100
processes monitor,1111111001111001010000
properties one,1111100100111011101000
nontext media,1101101111011000101110
recognize assumption,1110111101100011011100
ee operational,0110010101011011100010
information concept,0101101111100111110011
anything except,0000101100001101001111
match paper,1100011010011010110010
spam verify,1011100011010011000100
transfer rates,1001001001111101011001
reschedule meeting,1110001110011000100100
device view,0010000110110011000001
stream whats,1011110010110001010011
system component,1011001000100111111010
screen video,1010011110010011000011
simultaneously output,1010101100111010101010
functionality mind,0111001001111001101011
users variety,1001101011110011001110
different content,0010000011100111000000
plus backup,1111001000100011100111
librarian university,0100001001010011100100
trail record,1001001011111101101011
information cases,0101101111100110000111
product recommended,1111101001011101111000
uc text,1001011100010110000001
panel allow,1101011011000001110101
visualize progression,1000100110011111011010
allow users,0000111010110011010111
retrieving records,1010000011111101101110
third option,1001000011111011100000
university staff,1001110010010111010111
text able,1011000000100000000011
currently mobile,0010110100011001111101
intuitive minimal,0100101001111001101001
parameter obtained,1101011000111011110010
handle large,0101000111001000101011
dependencies meeting,0010011011111000100100
frames less,0111010101101000110000
gives guidance,0111000101101010000110
input data,0101100111100101100011
operations police,1101110001111110110001
profiles used,1111101110010011110111
amounts paperwork,0000101010011010110011
interface user,0100100100010011110010
shall selfmonitoring,1010111010010101100110
shall handle,1010111010001010001110
advise customer,0000110110000101101001
links shown,0100001100110101010001
computation errors,0011111110101101010010
operation good,1101110011001110001100
station constantly,1011111110000111001110
exclusion set,0110100010010101111111
maintain system,1100000100110110010001
implemented acceptable,0101110111100000000100
tcpip protocol,1011000100111111000101
watch list,1000101100101000011000
spring boot,1011101111100010111110
compare tolerances,0011110011010010011000
handle big,0101000111000010101011
time domain,1001000110101100010111
units geographical,1001110011101110011011
desktops laptops,0010001111101000101010
stored slower,1011110111110101000100
able handle,0000000001101010001110
shall able,1010111010000000000011
placing important,1111001111101011101001
make userintuitive,1100001111010011010011
use case,1001111010100110000110
user interface,1001111001001001001000
basic course,0001010001100101010011
levels printed,0100001001111111101001
page application,1101011010100001000100
postings human,1111010100001010101000
generate minimization,0111001111111001101000
bullet points,0001001010011110110000
value police,1001100100111110110001
comply standard,0011111101110111010010
amount budget,0000101010100010010110
instance peers,0101100011111010001011
framework tools,0111010100010010011011
provide progress,1111100011011111011110
stream whats,1011110010110001010011
following changes,0111110010100110011110
click except,0011011010001101001111
help guide,0101001101001010000111
length page,0100011001111010110101
users password,1001101011111010011110
difficulties perceiving,0010000001111010000100
data management,0010110001111000010010
also appear,0000111000100001001010
less one,0100011000011011101000
small number,1010100010111011010011
users active,1001101011100000110100
fireb ase,0111111111000011001010
trail ensure,1001001011101101111111
address real,0000010010011101010011
observational mode,1101111000011001110100
option ie,1101110000001010100001
member librarian,1100010011101000010010
interfaces webrtc,0100101100010001011100
activation controls,0000011010100101000100
shift parameters,1010111011011010110000
mobile phone,1100111110111110001111
avoid possible,0001110101111110111111
listings area,0100000101100011000101
audit trail,0001111000010010010111
subject redepartment,1011010010111101100101
must maintain,1100101100011000001001
stored server,1011110111110101101000
performance shall,1101000011010101110100
capable accepting,0001000010100000001100
keep application,0100110010100001000100
use case,1001111010100110000110
context page,0010100000111010110101
system create,1011001000100101110110
around could,0001100111100101010101
trail stored,1001001011110111101111
issues potential,0100111100111110101001
security requirements,1010010010011100010101
must able,1100101100000000000011
feel application,0111101011000001000100
accessible achieved,0000000101000000010110
formatted output,0111010001111010101010
overview pages,1101011101011010110111
software interfaces,1010100001101001011000
strin application,1011110001100001000100
notified listing,1101101011001000001001
user convenience,1001111001000101001100
processor backend,1111111000000011100100
unplanned downtime,1001110111001100010001
standard guidance,1011101001001010000110
report warning,1110011011110001001000
guidance content,0101000011000111000000
track budget,1001001110000010010110
background color,0001110010100110101010
could full,0010101010101110110011
property owners,1111100101111010111101
data processed,0010110001111111110010
processes frequency,1111111001101110111010
reporting tolerance,1110011001010010001000
sent restore,1010110111111100000010
nontext media,1101101111011000101110
user interface,1001111001001001001000
different criteria,0010000011100101111111
values values,1001100101110011001011
defects enhancement,0010010111101101111010
software made,1010100001111000001110
must allow,1100101100000001110101
existing datathis,0110100001000100100000
page lengths,1101011010101000110001
accumulation error,0000001110001101010011
manufacture halal,1100011001101010001100
want service,1000100101010101111011
applicable time,0000100110010010001101
required take,1110001011010110011100
values data,1001100101100101100011
recognition screen,1110111101010100111100
recent use,1110111111110011110101
users location,1001101011101000000100
high priority,0101001011011111111010
models navigation,1100111010111001000110
link home,0100001101001010110000
flexible enough,0111110111101101111110
stands user,1011111000010011110010
error testing,0110101001110110000011
parameters names,1101011000011001001110
arate enclosures,0001100000101101101101
taken users,1011001110110011010111
development testing,0010000111110110000011
minimize stream,1100111100010111100101
able disconnect,0000000001101100000010
access database,0000000110100101100001
via mc,1001100001011000111011
page specific,1101011010110111001100
meeting cancelled,1100010010000010001111
output data,1101010101000101100011
barcode show,0001110000010101110000
components placed,0011111111011110011010
information displayed,0101101111101100001101
overflows infinities,1101011100001011011101
existence way,0110100011010001011011
hides many,0101001010111000110010
part system,1101001000110110010001
codes designed,0011011100000100010101
memory buffer,1100010001000010010111
shall able,1010111010000000000011
access realtime,0000000110111101010001
privileges password,1111111110111010011110
data processing,0010110001111111110001
system shall,1011001000110101110100
answers according,0000101101100000011001
want able,1000100101000000000011
important information,0101110100101011011111
customer track,0010110100110010011100
management system,1100001001010110010001
request replies,1110001000011100110100
formatted output,0111010001111010101010
advanced search,0000110010110100111011
older user,1101111100010011110010
recovery report,1110110110011100110111
broadcasting hardware,0001011000001010011000
includes important,0101111111101011101001
application name,0000100010011001001011
search box,1010011101100010110101
profiles used,1111101110010011110111
iso forms,0100111111101110100111
lag sets,0100010010010101111101
document provided,0110001110111111000010
defect enhancement,0010010110101101111010
flags needed,0111110101011011000000
user authentication,1001111001000011110010
mobile app,1100111110100001001011
computation error,0011111110101101010011
overload text,1101011101110110000001
currency units,0010111100110011100111
landing pages,0100010110011010110111
rules regulations,1010001110011100100010
interfaces meet,0100101100011000101100
andor parameter,0000101111111010110001
popup member,1111011011011000100111
chat function,0011001011101110110000
includes button,0101111111100010011111
feature uc,0111101010010010111000
groups taken,0101000000110110011101
